Num,Question,RelatedTags,Answer
1157,What were the main powers in Johto that Drake Ryoto had to conquer/ally with?,"['Azalea Town', 'Cherrygrove City', 'Cianwood City', 'Dragonite', 'Ecruteak City', 'Flying type', 'Goldenrod City', 'Johto', 'Mahogany Town', 'Olivine City', 'Ryoto', 'Taiyo', 'Tsuki', 'Violet City', 'Wataru Clan']","Good question! I’ve gone back and forth on the Tsuki and Taiyo’s timelines - beginning anywhere from 1,200 years before Traveler to around 700. Pretty sure canonically in the games the towers were built 700 years ago, so let’s roll with that.

For now I’ll say that they came into existence afterward and ruled for roughly 550 years. A successful dynasty by any measure.

Violet City was a powerful force at the time, maintaining a strong central presence and specializing in flying-types. This specialization gave incredible advantages in logistics - they were able to respond to new situations and deliver messages extremely fast, and were only second to the Wataru in tactical flexibility - and also gave them a fighting chance against Wataru raids, although a single Dragonite was still a terror. They were wealthy due to so much inland trade passing through, and were a key ally for Ryoto to gain.

Otherwise, the main contender was Goldenrod. It was immensely wealthy and powerful, generally exerting large amounts of influence over Azalea, Olivine, Cianwood, and Cherrygrove (which was frequently shifting between the naval power of Goldenrod and Violet’s Influence).

In the time of Ryoto, it still held immense power over Ecruteak as well, although that swiftly changed with the advent of the Tsuki and Taiyo dynasties.

Goldenrod was the true power, and for much of Johto’s history maintained a status as the de facto capitol. It often shaped alliances and conquered other cities, though with the Wataru entering the field around five hundred years before that changed. The Wataru weren’t able to actually conquer it due to their small numbers, but the fear of a Wataru strike force coming down with dragon fire ensured regular tribute and great respect even from Goldenrod.

Ryoto in particular had built strong relationships with the leaders of Mahogany (a sharp change from the normal hostility) which offered a huge advantage in safeguarding Blackthorn’s borders.

His most important early alliance was with the leaders of Violet City, who he’d recognized as a particular thorn in his side if it came to combat - the Wataru would be safe no matter what, but their ability to project power would be seriously hampered if Violet’s Skyguard specifically allied with any other cities. He’d spent years before he was even the Drake making inroads there.

Once Violet officially joined the Joh Union, the rest of the pieces Ryoto had set up fell into place rather quickly with minimal bloodshed - nobody wanted to fight a long, bloody losing battle, and Ryoto had made allies in key places during his time as a Wataru emissary.

He was a great warrior and fighter - he became Drake, after all - but Ryoto had a very keen mind for politics and insight into the desires of others. His grand plans and charisma earned him many, many supporters, as did his genuine appreciation and respect for the other cities and cultures of Johto… which, believe me, was very rare amongst the Wataru of the time."
1158,"Judging from what was said [see question 1157], the Mahogany clan is named as such, and it wasn't just the name of the city/region, correct?","['Mahogany Town', 'Johto']","Yep, I imagine they took their name from the city"
1159,What was the inspiration to make Ash's main biggest strength (besides giving him big beefy pokemon) battlefield manipulation?,"['Ash', 'Meta', 'Pokemon Battle']","It was one of those things that just felt natural, honestly. It’s an extension of his team and his style. He’s been around the Legends for so long that it only makes sense he’d take advantage of those for his team!"
1160,On Unova’s situation and Grey’s strength.,"['ACE Trainer', 'Crime', 'Grey', 'Last War', 'Master Trainer', 'SEEK Trainer', 'Vertress', 'Unova']","Yep, Grey is a contractor for the Vertress League. There are still plenty of underworld groups and former regime remnants (there’s quite a bit of overlap) resulting from the Last War who are in the Unovan frontier to the north.

They’re serious threats, and the Vertress League prefers to use people like Grey as much as possible.

For reference, Grey is at the top of the mercenary food chain - he has a Rogue Master kill under his belt (albeit with support from SEEK, Unova’s ACE equivalent)."
1161,I read it over a few times and I gathered that Hydreigon consented to a surgery to suppress its dark type immunity to psychic/telepathy to better pair with Beheyem?,"['Beheeyem', 'Dark type', 'Grey', 'Hydreigon', 'Pokemon Battle', 'Pokemon Biology', 'Psychic type']","Ah! Been a while since this has come up. That explanation is correct - Hydreigon was useful regardless, but could be reigned in and made much more effective by being able to link with Beheeyem."
1162,Is Grey their strongest representative they could find/did they have a tournament back in Unova?,"['Grey', 'Indigo', 'League', 'Pokemon Battle', 'Team Rocket', 'Unova']",Grey isn’t an official representative of the Unovan League - basically he came over to Indigo in hopes of hunting Rockets as a vacation from the drudgery of his work in the Unovan frontier.
1163,Isn’t Nidoking learning finer toxin control?,"['Conference', 'Nidoking', 'Poison type', 'Pokemon Battle']","Nidoking definitely relies far less on his poison-typing overall compared to his early days - I think the Conference was the major shift as he gained more and more techniques, but I’ve been trying to bring it back into focus over Johto and the new Hoenn arc."
1164,Has Ash met any of the other game protagonists?,"['Ash', 'Brendan', 'Leaf', 'May', 'Meta']",This could always be where Leaf comes in. But he has met Brendan and May.
1165,How does one even travel between Sinnoh and Indigo?,"['Region', 'Sinnoh', 'Technology']",Also [teleportation and shipping routes] fliers in the old days.
1166,On Ash’s team current [Chapter 58] prowess.,"['Ash', 'Pokemon Battle']","At this point [Chapter 58] Ash’s team are where they need to be for power. There’s still plenty of room for improvement, but his greatest strides come from skill now."
1167,"If Bruno did evolve him [King of the Mountain], what would happen?","['Bruno', 'Elite Four', 'Evolution', 'King Under the Mountain', 'Pokemon Biology', 'Onix', 'Steelix']","If Bruno evolved the King it would basically be ridiculously powerful. It would basically be utterly invincible physically, and its armor would be so thick the normal Steelix weaknesses to elemental attacks and temperature changes would be completely gone.

That said, I imagine that it would take several years for the King’s body to fully adapt and reach his full power as a Steelix.

It would really depend on the King, who’s content in his current form. You never know what might happen though!"
1168,How does Cynthia fare against Steven in a 6v6 match?,"['Aerodactyl', 'Champion', 'Cynthia', 'Dov', 'Dragonite', 'Gabite', 'Lance', 'Lev', 'Mael', 'Magnus', 'Metagross', 'Pokemon Battle', 'Princess', 'Saph', 'Shelgon', 'Spiritomb', 'Steven', 'Vibrava']","Cynthia is special because her team is especially well-balanced. She’s adapted her team to fill unique roles, and all are extremely powerful in their own right - I’d say Princess is the best fighter, but then others aren’t far behind. Cynthia just uses them to their maximum potential in combat.

Common misconception that Spiritomb is getting weaker in every way, which isn’t true. Its offensive abilities are decreasing as it heals, but Spiritomb is growing in other ways.

For Lance…

Dragonite - Dov - Magnus - Aerodactyl - Lev - Mael - Saph - Gabite - Vibrava - Shelgon.

Aerodactyl, Lev, Mael are in no particular order.

Steven: Metagross - Everyone else."
1169,On whether you can refuse being a Champion.,"['Champion', 'Elite Four', 'League']","I will say that you can always decline the position if you beat Elite Four/Champion - it’s rare, but happens. Some people don’t want to be tied down, or would prefer to work with the League in a less visible position."
1170,On why Steven stopped being a Champion.,"['ACE Trainer', 'Champion', 'Pierce', 'Steven', 'Metagross Colony', 'Stone Family']","Yep [To deal with Pierce]. He did it because he wanted revenge. Pierce’s betrayal hurt and damaged the colony horribly, and Steven was ruled by his heart rather than his head. The idea of letting the ACE trainers hunt Pierce felt too impersonal to him - he wanted to hunt him down himself."
1171,Is Lance the current Drake of Wataru?,"['Drake', 'Lance', 'Wataru Clan']","Yep, Lance is the current Drake."
1172,Are there any other runaway Watarus that hold positions of power elsewhere?,"['Drake', 'Lance', 'Pike', 'Shamouti', 'Wataru Clan']","Yeah, Lance and Pike/Drake had a very awkward meeting regarding the Shamouti Incident. Lance came very close to ending that man’s whole career."
1173,Actually do psychics strictly converse through words? Would the more isolated psychics communicate through knowledge? Or feelings or something?,"['Pokemon Behaviour', 'Psychic type']","So, in general psychics communicate mind-to-mind and don’t use words. Thoughts, impressions, concepts, etc. can be filtered directly into another’s mind which is much more efficient and allows for more intimate communication.

Words are useful, but normally something used with humans. Psychics rarely bother with them otherwise."
